OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
275,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{67BA8200-CC3A-47E8-B50F-DED332DD415A},293,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2008/05/20 00:00:00+00,TX,IM,1888906,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047931,Chamizal,2288.42458875358,306416.696001101
276,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{1C2B13BE-BF0D-43EE-9739-F63ECBDCC152},294,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,9180.19846933226,2836614.08699331
277,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{2CBBB0AD-23BE-45EA-ABFB-E61D4E61A1FF},295,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,10849.5554143105,4454850.18480919
278,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{95294B5C-BBC4-426A-8CA3-EA13056685B6},296,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,2004/05/10 00:00:00+00,NM,IM,928945,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047972,Gila Cliff Dwellings,9337.71235900559,3510361.46461245
279,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{24486556-FD1F-470B-A39D-D98307F21EB2},297,SAPU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPU/Metadata/sapu_metadata.xml,Salinas Pueblo Missions National Monument,2013/11/26 00:00:00+00,NM,IM,936877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208008,Salinas Pueblo Missions,22270.2067706245,6379382.63915629
280,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{E82C0037-E089-4D57-94C7-30F07B551A6A},298,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,60153.8234171398,32612774.3131789
281,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{ABF88AA2-0B56-458E-9D70-9BB3BD417B15},299,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,2185.08277124183,173527.838249898
282,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{516A4D62-C7BD-410F-B53D-6936FA045DD2},300,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,7095.26411627623,433548.564154934
283,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{47145058-2B1C-4853-BCED-3F474264ABD0},301,PERI,Lands - http://landsnet.nps.gov/tractsnet/documents/PERI/Metadata/peri_metadata.xml,Pea Ridge National Military Park,2023/09/22 10:00:28+00,AR,MW,53246,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224526,Pea Ridge,29417.9005213424,28033494.7128975
284,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{738DEE12-10C7-42CA-9181-05F65E2CBC28},302,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,2023/08/22 12:23:48+00,AR,MW,74272,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047916,Buffalo,458876.747774833,579918191.621803
285,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{8ED28FAF-1199-48CA-BEF8-23E882548699},303,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,26537.5600476945,8531423.95934305
286,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{91B55A75-F56E-4037-A173-65ED6EA1DD95},304,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,2017/06/22 00:00:00+00,NM,IM,885961,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192754,Aztec Ruins,8141.44225517384,2004409.13958998
287,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{007234B8-E394-48B2-8B3C-EFBFA18B8F8D},305,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/cach_metadata.xml,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225688,Canyon de Chelly,324228.887335521,548633511.265478
288,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{22949A73-6B3D-46DA-9F05-5432AD27DCB1},306,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/Metadata/chcu_metadata.xml,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209594,Chaco Culture,112537.972126832,213200931.060462
289,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{54FFE20A-9848-440A-B26D-3ABA59638ABC},307,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006/12/11 00:00:00+00,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047951,El Morro,11786.3469806779,7738012.90425109
290,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{8AD15929-A811-4EF7-A369-C588FC83847E},308,HUTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,Hubbell Trading Post National Historic Site,2008/05/13 00:00:00+00,AZ,IM,6092,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047988,Hubbell Trading Post,4954.33598189077,983458.726943402
291,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{DE271F38-ECB6-4E1C-9142-805AC22866F5},309,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048406,Navajo,10050.3444195541,2274168.40766154
292,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{AB1022F7-47D1-4054-AA41-151CE65CADC7},310,WACA,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,Walnut Canyon National Monument,2018/02/12 00:00:00+00,AZ,IM,35848,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166442,Walnut Canyon,32885.5990823087,19671428.9425498
293,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{94A819FA-123C-425F-9C28-0C5AC8F7EBA8},311,SUCR,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,Sunset Crater Volcano National Monument,2023/09/21 10:07:15+00,AZ,IM,34968,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048047,Sunset Crater Volcano,21454.9855324999,19108501.6472645
294,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{657C02D9-9982-49DE-A17A-5C19C85CA93A},312,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,2018/02/06 00:00:00+00,AZ,IM,38197,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048067,Wupatki,96312.4172699116,217110219.402291
295,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{47880810-F42E-4DA5-957D-33EE058188BB},313,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239939,Padre Island,264808.385459027,668799343.606376
296,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6DCF88DC-6D5F-48BA-A339-4B1D5A670B35},314,PECO,Lands - http://landsnet.nps.gov/tractsnet/documents/PECO/Metadata/peco_metadata.xml,Pecos National Historical Park,2023/03/15 14:24:13+00,NM,IM,937161,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223251,Pecos,45703.8181624308,41011610.6022174
297,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{FA5D534A-D4C7-4187-B2EA-13030562FCBF},315,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2018/03/29 00:00:00+00,OK,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047933,Chickasaw,84403.8928255352,58919202.5326033
298,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{AF01ABF9-0715-44DB-9DA6-05125EA0A61B},316,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,2010/06/11 00:00:00+00,LA,SE,560393,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047992,Jean Lafitte,117446.558038569,117145047.132961
299,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{B751A1D1-EC79-4239-A631-BB863E150E5C},317,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,228778.15629291,255197279.757515
300,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{58ACE23F-5C14-4518-A361-09A22914F125},318,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047899,Alibates Flint Quarries,13826.2520638969,8414268.40474795
301,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{3E095DE3-F8C0-4494-B185-A5782D7AB280},319,RIGR,Lands - http://landsnet.nps.gov/tractsnet/documents/RIGR/Metadata/rigr_metadata.xml,Rio Grande Wild and Scenic River,2018/03/22 00:00:00+00,TX,IM,2766087,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252626,Rio Grande,729598.647374713,118186366.626271
302,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{B50EBA01-DE20-4C92-B05B-3BEA6442F8AA},320,PETR,Lands - http://landsnet.nps.gov/tractsnet/documents/PETR/Metadata/petr_metadata.xml,Petroglyph National Monument,2023/03/13 14:29:14+00,NM,IM,920404,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203272,Petroglyph,72425.3294406022,43655812.0633834
303,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{AF378D99-0BC7-47D3-9292-C8309055611C},321,SAAN,Lands - http://landsnet.nps.gov/tractsnet/documents/SAAN/Metadata/saan_metadata.xml,San Antonio Missions National Historical Park,2021/06/24 00:00:00+00,TX,IM,1377039,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220224,San Antonio Missions,65874.5317557157,5264440.8514301
304,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{A616EEB9-A684-40C7-88A2-4B5E47E7D795},323,WABA,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,Washita Battlefield National Historic Site,2022/03/25 00:00:00+00,OK,IM,1946144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048061,Washita Battlefield,5947.32965189543,1962554.21104329
305,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{75F2EBC2-6665-44F4-806C-2A664D135995},324,WHSA,Lands - http://landsnet.nps.gov/tractsnet/documents/WHSA/Metadata/whsa_metadata.xml,White Sands National Park,2023/03/15 14:40:32+00,NM,IM,914261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239941,White Sands,141997.183727592,850940588.204504
306,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{90097546-C409-43D2-BE2D-AD4696696A95},326,POPO,Unofficial Boundary of Poverty Point National Monument.,Poverty Point National Monument,2013/12/18 00:00:00+00,LA,SE,1888953,National Monument,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Poverty Point,18469.2167587211,5667480.06821551
307,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2F9CD1C7-8C63-4F2A-927D-3855B4CC4A94},328,PAAL,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAL/Metadata/paal_metadata.xml,Palo Alto Battlefield National Historical Park,2020/09/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194485,Palo Alto Battlefield,18145.0072278654,17236429.8690831
308,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{577C5A78-F388-4635-AE73-6D61DB2F2623},329,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,2008/08/28 00:00:00+00,CA,PW,255957,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047918,Cabrillo,6086.74109250983,916420.508180914
309,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{6511B82B-FB41-4488-8FDB-579170F921A3},330,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2020/12/17 00:00:00+00,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049244,Channel Islands,340840.437025,1449812256.5007
310,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0BF3D363-FED3-4C29-85C5-CD78A50563C1},331,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/Metadata/deva_metadata.xml,Death Valley National Park,2020/01/22 00:00:00+00,CA,PW,857501,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209590,Death Valley,907235.067470549,21544234989.9271
311,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F878CD08-CB60-4ECA-9124-6F1B64C997A6},332,GOGA,Lands - http://landsnet.nps.gov/tractsnet/documents/GOGA/Metadata/goga_metadata.xml,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221820,Golden Gate,633316.16533417,535132454.911157
312,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B813A792-5264-4258-A85F-A49F2665C25F},333,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047996,Kalaupapa,54468.0877328764,49785906.7353947
313,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{3E24F822-B7F2-4B70-813D-C3E6BD57DAA1},334,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,2664.74576680339,162800.920550318
314,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1C6EED8C-F395-4D48-A4FE-8BD6D012A078},335,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,1343.38927284163,85735.633020292
315,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{6AA87E9F-2367-4874-ADA3-A3D6FE20D2BA},336,GRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRCA/Metadata/grca_metadata.xml,Grand Canyon National Park,2021/01/08 00:00:00+00,AZ,IM,23866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209617,Grand Canyon,2135273.48717514,7487847409.6186
316,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{91EC8696-26A7-4D71-9F68-0A6877BC46C5},337,PUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHO/Metadata/puho_metadata.xml,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182236,Pu`uhonua O Honaunau,16221.0994026254,1927680.38634295
317,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{418B6049-D0D3-443D-85C8-FF74EFAEC75A},338,HALE,Lands - http://landsnet.nps.gov/tractsnet/documents/HALE/Metadata/hale_metadata.xml,Haleakala National Park,2023/03/22 08:48:05+00,HI,PW,358382,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185783,Haleakala,106566.958536584,157378761.779693
318,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DEF292B1-61CE-44BB-BDAC-4406AC8301A7},339,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,2022/03/03 00:00:00+00,HI,PW,365210,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165326,Hawaii Volcanoes,359284.752745748,1682971752.9011
319,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{9586A07E-17C9-4E98-A198-706CB747635A},340,PUHE,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHE/Metadata/puhe_metadata.xml,Pu'ukohola Heiau National Historic Site,2008/06/18 00:00:00+00,HI,PW,1877550,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048187,Puukohola Heiau,3016.88677148297,396784.472651821
320,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{8C7150B8-543F-4101-A318-FCAF0A9CC5DF},341,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,12219.8442120332,5746560.73133505
321,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F6A2114E-89F1-4AE6-BE5F-604DE34D6423},342,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,540677.205750814,4698082881.96988
322,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{29BED393-61DE-4457-9365-2E53B3659674},343,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/Metadata/lake_metadata.xml,Lake Mead National Recreation Area,2023/03/17 00:00:00+00,AZ,PW,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,2078124.06167333,9249256338.34624
323,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{02E6E93A-0C03-49B2-A7FC-448D19291BA5},344,MOJA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOJA/Metadata/moja_metadata.xml,Mojave National Preserve,2022/09/15 12:38:07+00,CA,PW,1888945,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223248,Mojave,566049.277907345,9627303592.43593
324,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E51D7EA6-CBE2-415A-A3D5-96556CDCE053},345,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,149637.527913223,753097653.745898
325,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{33C8280F-9D8A-4694-A732-5021DD2FBC09},346,LABE,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175724,Lava Beds,98385.0244326648,340718248.624584
